Num,sheet_id,page,slot,slot_name,image_path,char,yomi,style,note,set,,,
451,幽蘭一國香_5,90,5,left_middle,data/images/KAI_p090_05.png,香,かおり,楷書,,幽蘭一國香,X,447,O
452,春風遍宇宙_1,91,1,right_top,data/images/KAI_p091_01.png,春,はる,楷書,,春風遍宇宙,X,452,O
453,春風遍宇宙_2,91,2,right_middle,data/images/KAI_p091_02.png,風,かぜ,楷書,,春風遍宇宙,X,452,O
454,春風遍宇宙_3,91,3,right_bottom,data/images/KAI_p091_03.png,遍,へん,楷書,,春風遍宇宙,X,452,O
455,春風遍宇宙_4,91,4,left_top,data/images/KAI_p091_04.png,宇,う,楷書,,春風遍宇宙,X,452,O
456,春風遍宇宙_5,91,5,left_middle,data/images/KAI_p091_05.png,宙,ちゅう,楷書,,春風遍宇宙,X,452,O
457,楽意在泉石_1,92,1,right_top,data/images/KAI_p092_01.png,楽,らく,楷書,,楽意在泉石,X,457,O
458,楽意在泉石_2,92,2,right_middle,data/images/KAI_p092_02.png,意,い,楷書,,楽意在泉石,X,457,O
459,楽意在泉石_3,92,3,right_bottom,data/images/KAI_p092_03.png,在,ざい,楷書,,楽意在泉石,X,457,O
460,楽意在泉石_4,92,4,left_top,data/images/KAI_p092_04.png,泉,いずみ,楷書,,楽意在泉石,X,457,O
461,楽意在泉石_5,92,5,left_middle,data/images/KAI_p092_05.png,石,いし,楷書,,楽意在泉石,X,457,O
462,山意向秋多_1,93,1,right_top,data/images/KAI_p093_01.png,山,やま,楷書,,山意向秋多,O,462,O
463,山意向秋多_2,93,2,right_middle,data/images/KAI_p093_02.png,意,い,楷書,,山意向秋多,O,462,O
464,山意向秋多_3,93,3,right_bottom,data/images/KAI_p093_03.png,向,こう,楷書,,山意向秋多,O,462,O
465,山意向秋多_4,93,4,left_top,data/images/KAI_p093_04.png,秋,あき,楷書,,山意向秋多,O,462,O
466,山意向秋多_5,93,5,left_middle,data/images/KAI_p093_05.png,多,た,楷書,,山意向秋多,O,462,O
467,春至草木繁_1,94,1,right_top,data/images/KAI_p094_01.png,春,はる,楷書,,春至草木繁,X,467,O
468,春至草木繁_2,94,2,right_middle,data/images/KAI_p094_02.png,至,いた,楷書,,春至草木繁,X,467,O
469,春至草木繁_3,94,3,right_bottom,data/images/KAI_p094_03.png,草,くさ,楷書,,春至草木繁,X,467,O
470,春至草木繁_4,94,4,left_top,data/images/KAI_p094_04.png,木,き,楷書,,春至草木繁,X,467,O
471,春至草木繁_5,94,5,left_middle,data/images/KAI_p094_05.png,繁,はん,楷書,,春至草木繁,X,467,O
472,竹細野池幽_1,95,1,right_top,data/images/KAI_p095_01.png,竹,たけ,楷書,,竹細野池幽,O,72,X
473,竹細野池幽_2,95,2,right_middle,data/images/KAI_p095_02.png,細,さい,楷書,,竹細野池幽,O,72,X
474,竹細野池幽_3,95,3,right_bottom,data/images/KAI_p095_03.png,野,の,楷書,,竹細野池幽,O,72,X
475,竹細野池幽_4,95,4,left_top,data/images/KAI_p095_04.png,池,いけ,楷書,,竹細野池幽,O,72,X
476,竹細野池幽_5,95,5,left_middle,data/images/KAI_p095_05.png,幽,ゆう,楷書,,竹細野池幽,O,72,X
477,芳艸惹春還_1,96,1,right_top,data/images/KAI_p096_01.png,芳,ほう,楷書,,芳艸惹春還,X,477,O
478,芳艸惹春還_2,96,2,right_middle,data/images/KAI_p096_02.png,艸,そう,楷書,草,芳艸惹春還,X,477,O
479,芳艸惹春還_3,96,3,right_bottom,data/images/KAI_p096_03.png,惹,じゃく,楷書,,芳艸惹春還,X,477,O
480,芳艸惹春還_4,96,4,left_top,data/images/KAI_p096_04.png,春,はる,楷書,,芳艸惹春還,X,477,O
481,芳艸惹春還_5,96,5,left_middle,data/images/KAI_p096_05.png,還,かん,楷書,,芳艸惹春還,X,477,O
482,雁唳風雲髙_1,97,1,right_top,data/images/KAI_p097_01.png,雁,がん,楷書,,雁唳風雲髙,X,482,O
483,雁唳風雲髙_2,97,2,right_middle,data/images/KAI_p097_02.png,唳,れい,楷書,,雁唳風雲髙,X,482,O
484,雁唳風雲髙_3,97,3,right_bottom,data/images/KAI_p097_03.png,風,かぜ,楷書,,雁唳風雲髙,X,482,O
485,雁唳風雲髙_4,97,4,left_top,data/images/KAI_p097_04.png,雲,くも,楷書,,雁唳風雲髙,X,482,O
486,雁唳風雲髙_5,97,5,left_middle,data/images/KAI_p097_05.png,髙,たか,楷書,高,雁唳風雲髙,X,482,O
487,黄鳥話春深_1,98,1,right_top,data/images/KAI_p098_01.png,黄,き,楷書,,黄鳥話春深,O,32,X
488,黄鳥話春深_2,98,2,right_middle,data/images/KAI_p098_02.png,鳥,とり,楷書,,黄鳥話春深,O,32,X
489,黄鳥話春深_3,98,3,right_bottom,data/images/KAI_p098_03.png,話,はなし,楷書,,黄鳥話春深,O,32,X
490,黄鳥話春深_4,98,4,left_top,data/images/KAI_p098_04.png,春,はる,楷書,,黄鳥話春深,O,32,X
491,黄鳥話春深_5,98,5,left_middle,data/images/KAI_p098_05.png,深,しん,楷書,,黄鳥話春深,O,32,X
492,花柳春全盛_1,99,1,right_top,data/images/KAI_p099_01.png,花,はな,楷書,,花柳春全盛,X,492,O
493,花柳春全盛_2,99,2,right_middle,data/images/KAI_p099_02.png,柳,やなぎ,楷書,,花柳春全盛,X,492,O
494,花柳春全盛_3,99,3,right_bottom,data/images/KAI_p099_03.png,春,はる,楷書,,花柳春全盛,X,492,O
495,花柳春全盛_4,99,4,left_top,data/images/KAI_p099_04.png,全,ぜん,楷書,,花柳春全盛,X,492,O
496,花柳春全盛_5,99,5,left_middle,data/images/KAI_p099_05.png,盛,じょう,楷書,,花柳春全盛,X,492,O
497,竹外茶烟静_1,100,1,right_top,data/images/KAI_p100_01.png,竹,たけ,楷書,,竹外茶烟静,O,497,O
498,竹外茶烟静_2,100,2,right_middle,data/images/KAI_p100_02.png,外,そと,楷書,,竹外茶烟静,O,497,O
499,竹外茶烟静_3,100,3,right_bottom,data/images/KAI_p100_03.png,茶,ちゃ,楷書,,竹外茶烟静,O,497,O
500,竹外茶烟静_4,100,4,left_top,data/images/KAI_p100_04.png,烟,けむり,楷書,,竹外茶烟静,O,497,O
501,竹外茶烟静_5,100,5,left_middle,data/images/KAI_p100_05.png,静,せい,楷書,,竹外茶烟静,O,497,O
502,和気洽昌辰_1,101,1,right_top,data/images/KAI_p101_01.png,和,,楷書,,和気洽昌辰,X,502,O
503,和気洽昌辰_2,101,2,right_middle,data/images/KAI_p101_02.png,気,,楷書,,和気洽昌辰,X,502,O
504,和気洽昌辰_3,101,3,right_bottom,data/images/KAI_p101_03.png,洽,,楷書,,和気洽昌辰,X,502,O
505,和気洽昌辰_4,101,4,left_top,data/images/KAI_p101_04.png,昌,,楷書,,和気洽昌辰,X,502,O
506,和気洽昌辰_5,101,5,left_middle,data/images/KAI_p101_05.png,辰,,楷書,,和気洽昌辰,X,502,O
507,松竹水聲涼_1,102,1,right_top,data/images/KAI_p102_01.png,松,,楷書,,松竹水聲涼,O,177,X
508,松竹水聲涼_2,102,2,right_middle,data/images/KAI_p102_02.png,竹,,楷書,,松竹水聲涼,O,177,X
509,松竹水聲涼_3,102,3,right_bottom,data/images/KAI_p102_03.png,水,,楷書,,松竹水聲涼,O,177,X
510,松竹水聲涼_4,102,4,left_top,data/images/KAI_p102_04.png,聲,,楷書,,松竹水聲涼,O,177,X
511,松竹水聲涼_5,102,5,left_middle,data/images/KAI_p102_05.png,涼,,楷書,,松竹水聲涼,O,177,X
512,月鎖千門静_1,103,1,right_top,data/images/KAI_p103_01.png,月,,楷書,,月鎖千門静,X,512,O
513,月鎖千門静_2,103,2,right_middle,data/images/KAI_p103_02.png,鎖,,楷書,,月鎖千門静,X,512,O
514,月鎖千門静_3,103,3,right_bottom,data/images/KAI_p103_03.png,千,,楷書,,月鎖千門静,X,512,O
515,月鎖千門静_4,103,4,left_top,data/images/KAI_p103_04.png,門,,楷書,,月鎖千門静,X,512,O
516,月鎖千門静_5,103,5,left_middle,data/images/KAI_p103_05.png,静,,楷書,,月鎖千門静,X,512,O
517,風来水面時_1,104,1,right_top,data/images/KAI_p104_01.png,風,,楷書,,風来水面時,X,517,O
518,風来水面時_2,104,2,right_middle,data/images/KAI_p104_02.png,来,,楷書,,風来水面時,X,517,O
519,風来水面時_3,104,3,right_bottom,data/images/KAI_p104_03.png,水,,楷書,,風来水面時,X,517,O
520,風来水面時_4,104,4,left_top,data/images/KAI_p104_04.png,面,,楷書,,風来水面時,X,517,O
521,風来水面時_5,104,5,left_middle,data/images/KAI_p104_05.png,時,,楷書,,風来水面時,X,517,O
522,晴窓花氣薫_1,105,1,right_top,data/images/KAI_p105_01.png,晴,,楷書,,晴窓花氣薫,X,522,O
523,晴窓花氣薫_2,105,2,right_middle,data/images/KAI_p105_02.png,窓,,楷書,,晴窓花氣薫,X,522,O
524,晴窓花氣薫_3,105,3,right_bottom,data/images/KAI_p105_03.png,花,,楷書,,晴窓花氣薫,X,522,O
525,晴窓花氣薫_4,105,4,left_top,data/images/KAI_p105_04.png,氣,,楷書,気,晴窓花氣薫,X,522,O
526,晴窓花氣薫_5,105,5,left_middle,data/images/KAI_p105_05.png,薫,,楷書,,晴窓花氣薫,X,522,O
527,味淡有真楽_1,106,1,right_top,data/images/KAI_p106_01.png,味,,楷書,,味淡有真楽,X,527,O
528,味淡有真楽_2,106,2,right_middle,data/images/KAI_p106_02.png,淡,,楷書,,味淡有真楽,X,527,O
529,味淡有真楽_3,106,3,right_bottom,data/images/KAI_p106_03.png,有,,楷書,,味淡有真楽,X,527,O
530,味淡有真楽_4,106,4,left_top,data/images/KAI_p106_04.png,真,,楷書,,味淡有真楽,X,527,O
531,味淡有真楽_5,106,5,left_middle,data/images/KAI_p106_05.png,楽,,楷書,,味淡有真楽,X,527,O
532,梅艶昔年枝_1,107,1,right_top,data/images/KAI_p107_01.png,梅,,楷書,,梅艶昔年枝,O,2,X
533,梅艶昔年枝_2,107,2,right_middle,data/images/KAI_p107_02.png,艶,,楷書,,梅艶昔年枝,O,2,X
534,梅艶昔年枝_3,107,3,right_bottom,data/images/KAI_p107_03.png,昔,,楷書,,梅艶昔年枝,O,2,X
535,梅艶昔年枝_4,107,4,left_top,data/images/KAI_p107_04.png,年,,楷書,,梅艶昔年枝,O,2,X
536,梅艶昔年枝_5,107,5,left_middle,data/images/KAI_p107_05.png,枝,,楷書,,梅艶昔年枝,O,2,X
537,風前鳥語和_1,108,1,right_top,data/images/KAI_p108_01.png,風,,楷書,,風前鳥語和,X,537,O
538,風前鳥語和_2,108,2,right_middle,data/images/KAI_p108_02.png,前,,楷書,,風前鳥語和,X,537,O
539,風前鳥語和_3,108,3,right_bottom,data/images/KAI_p108_03.png,鳥,,楷書,,風前鳥語和,X,537,O
540,風前鳥語和_4,108,4,left_top,data/images/KAI_p108_04.png,語,,楷書,,風前鳥語和,X,537,O
541,風前鳥語和_5,108,5,left_middle,data/images/KAI_p108_05.png,和,,楷書,,風前鳥語和,X,537,O
542,無心得良悟_1,109,1,right_top,data/images/KAI_p109_01.png,無,,楷書,,無心得良悟,X,542,O
543,無心得良悟_2,109,2,right_middle,data/images/KAI_p109_02.png,心,,楷書,,無心得良悟,X,542,O
544,無心得良悟_3,109,3,right_bottom,data/images/KAI_p109_03.png,得,,楷書,,無心得良悟,X,542,O
545,無心得良悟_4,109,4,left_top,data/images/KAI_p109_04.png,良,,楷書,,無心得良悟,X,542,O
546,無心得良悟_5,109,5,left_middle,data/images/KAI_p109_05.png,悟,,楷書,,無心得良悟,X,542,O
547,松間照新月_1,110,1,right_top,data/images/KAI_p110_01.png,松,,楷書,,松間照新月,X,547,O
548,松間照新月_2,110,2,right_middle,data/images/KAI_p110_02.png,間,,楷書,,松間照新月,X,547,O
549,松間照新月_3,110,3,right_bottom,data/images/KAI_p110_03.png,照,,楷書,,松間照新月,X,547,O
550,松間照新月_4,110,4,left_top,data/images/KAI_p110_04.png,新,,楷書,,松間照新月,X,547,O
551,松間照新月_5,110,5,left_middle,data/images/KAI_p110_05.png,月,,楷書,,松間照新月,X,547,O
552,山光澄我心_1,111,1,right_top,data/images/KAI_p111_01.png,山,,楷書,,山光澄我心,X,552,O
553,山光澄我心_2,111,2,right_middle,data/images/KAI_p111_02.png,光,,楷書,,山光澄我心,X,552,O
554,山光澄我心_3,111,3,right_bottom,data/images/KAI_p111_03.png,澄,,楷書,,山光澄我心,X,552,O
555,山光澄我心_4,111,4,left_top,data/images/KAI_p111_04.png,我,,楷書,,山光澄我心,X,552,O
556,山光澄我心_5,111,5,left_middle,data/images/KAI_p111_05.png,心,,楷書,,山光澄我心,X,552,O
557,宿雨松篁色_1,112,1,right_top,data/images/KAI_p112_01.png,宿,,楷書,,宿雨松篁色,O,557,O
558,宿雨松篁色_2,112,2,right_middle,data/images/KAI_p112_02.png,雨,,楷書,,宿雨松篁色,O,557,O
559,宿雨松篁色_3,112,3,right_bottom,data/images/KAI_p112_03.png,松,,楷書,,宿雨松篁色,O,557,O
560,宿雨松篁色_4,112,4,left_top,data/images/KAI_p112_04.png,篁,,楷書,,宿雨松篁色,O,557,O
561,宿雨松篁色_5,112,5,left_middle,data/images/KAI_p112_05.png,色,,楷書,,宿雨松篁色,O,557,O
562,松花伴鶴飛_1,113,1,right_top,data/images/KAI_p113_01.png,松,,楷書,,松花伴鶴飛,X,562,O
563,松花伴鶴飛_2,113,2,right_middle,data/images/KAI_p113_02.png,花,,楷書,,松花伴鶴飛,X,562,O
564,松花伴鶴飛_3,113,3,right_bottom,data/images/KAI_p113_03.png,伴,,楷書,,松花伴鶴飛,X,562,O
565,松花伴鶴飛_4,113,4,left_top,data/images/KAI_p113_04.png,鶴,,楷書,,松花伴鶴飛,X,562,O
566,松花伴鶴飛_5,113,5,left_middle,data/images/KAI_p113_05.png,飛,,楷書,,松花伴鶴飛,X,562,O
567,風静語丹鶴_1,114,1,right_top,data/images/KAI_p114_01.png,風,,楷書,,風静語丹鶴,X,567,O
568,風静語丹鶴_2,114,2,right_middle,data/images/KAI_p114_02.png,静,,楷書,,風静語丹鶴,X,567,O
569,風静語丹鶴_3,114,3,right_bottom,data/images/KAI_p114_03.png,語,,楷書,,風静語丹鶴,X,567,O
570,風静語丹鶴_4,114,4,left_top,data/images/KAI_p114_04.png,丹,,楷書,,風静語丹鶴,X,567,O
571,風静語丹鶴_5,114,5,left_middle,data/images/KAI_p114_05.png,鶴,,楷書,,風静語丹鶴,X,567,O
572,緑葉吟風勁_1,115,1,right_top,data/images/KAI_p115_01.png,緑,,楷書,,緑葉吟風勁,X,572,O
573,緑葉吟風勁_2,115,2,right_middle,data/images/KAI_p115_02.png,葉,,楷書,,緑葉吟風勁,X,572,O
574,緑葉吟風勁_3,115,3,right_bottom,data/images/KAI_p115_03.png,吟,,楷書,,緑葉吟風勁,X,572,O
575,緑葉吟風勁_4,115,4,left_top,data/images/KAI_p115_04.png,風,,楷書,,緑葉吟風勁,X,572,O
576,緑葉吟風勁_5,115,5,left_middle,data/images/KAI_p115_05.png,勁,,楷書,,緑葉吟風勁,X,572,O
577,茶煙永日香_1,116,1,right_top,data/images/KAI_p116_01.png,茶,,楷書,,茶煙永日香,O,577,O
578,茶煙永日香_2,116,2,right_middle,data/images/KAI_p116_02.png,煙,,楷書,,茶煙永日香,O,577,O
579,茶煙永日香_3,116,3,right_bottom,data/images/KAI_p116_03.png,永,,楷書,,茶煙永日香,O,577,O
580,茶煙永日香_4,116,4,left_top,data/images/KAI_p116_04.png,日,,楷書,,茶煙永日香,O,577,O
581,茶煙永日香_5,116,5,left_middle,data/images/KAI_p116_05.png,香,,楷書,,茶煙永日香,O,577,O
582,夜深風弄竹_1,117,1,right_top,data/images/KAI_p117_01.png,夜,,楷書,,夜深風弄竹,X,582,O
583,夜深風弄竹_2,117,2,right_middle,data/images/KAI_p117_02.png,深,,楷書,,夜深風弄竹,X,582,O
584,夜深風弄竹_3,117,3,right_bottom,data/images/KAI_p117_03.png,風,,楷書,,夜深風弄竹,X,582,O
585,夜深風弄竹_4,117,4,left_top,data/images/KAI_p117_04.png,弄,,楷書,,夜深風弄竹,X,582,O
586,夜深風弄竹_5,117,5,left_middle,data/images/KAI_p117_05.png,竹,,楷書,,夜深風弄竹,X,582,O
587,扇動竹花涼_1,118,1,right_top,data/images/KAI_p118_01.png,扇,,楷書,,扇動竹花涼,X,587,O
588,扇動竹花涼_2,118,2,right_middle,data/images/KAI_p118_02.png,動,,楷書,,扇動竹花涼,X,587,O
589,扇動竹花涼_3,118,3,right_bottom,data/images/KAI_p118_03.png,竹,,楷書,,扇動竹花涼,X,587,O
590,扇動竹花涼_4,118,4,left_top,data/images/KAI_p118_04.png,花,,楷書,,扇動竹花涼,X,587,O
591,扇動竹花涼_5,118,5,left_middle,data/images/KAI_p118_05.png,涼,,楷書,,扇動竹花涼,X,587,O
592,江白迥聞風_1,119,1,right_top,data/images/KAI_p119_01.png,江,,楷書,,江白迥聞風,X,592,O
593,江白迥聞風_2,119,2,right_middle,data/images/KAI_p119_02.png,白,,楷書,,江白迥聞風,X,592,O
594,江白迥聞風_3,119,3,right_bottom,data/images/KAI_p119_03.png,迥,,楷書,,江白迥聞風,X,592,O
595,江白迥聞風_4,119,4,left_top,data/images/KAI_p119_04.png,聞,,楷書,,江白迥聞風,X,592,O
596,江白迥聞風_5,119,5,left_middle,data/images/KAI_p119_05.png,風,,楷書,,江白迥聞風,X,592,O
597,紅葉萬山霜_1,120,1,right_top,data/images/KAI_p120_01.png,紅,,楷書,,紅葉萬山霜,X,597,O
598,紅葉萬山霜_2,120,2,right_middle,data/images/KAI_p120_02.png,葉,,楷書,,紅葉萬山霜,X,597,O
599,紅葉萬山霜_3,120,3,right_bottom,data/images/KAI_p120_03.png,萬,,楷書,,紅葉萬山霜,X,597,O
600,紅葉萬山霜_4,120,4,left_top,data/images/KAI_p120_04.png,山,,楷書,,紅葉萬山霜,X,597,O
601,紅葉萬山霜_5,120,5,left_middle,data/images/KAI_p120_05.png,霜,,楷書,,紅葉萬山霜,X,597,O
602,秋菊清且香_1,121,1,right_top,data/images/KAI_p121_01.png,秋,,楷書,,秋菊清且香,X,602,O
603,秋菊清且香_2,121,2,right_middle,data/images/KAI_p121_02.png,菊,,楷書,,秋菊清且香,X,602,O
604,秋菊清且香_3,121,3,right_bottom,data/images/KAI_p121_03.png,清,,楷書,,秋菊清且香,X,602,O
605,秋菊清且香_4,121,4,left_top,data/images/KAI_p121_04.png,且,,楷書,,秋菊清且香,X,602,O
606,秋菊清且香_5,121,5,left_middle,data/images/KAI_p121_05.png,香,,楷書,,秋菊清且香,X,602,O
607,静者心自妙_1,122,1,right_top,data/images/KAI_p122_01.png,静,,楷書,,静者心自妙,O,407,X
608,静者心自妙_2,122,2,right_middle,data/images/KAI_p122_02.png,者,,楷書,,静者心自妙,O,407,X
609,静者心自妙_3,122,3,right_bottom,data/images/KAI_p122_03.png,心,,楷書,,静者心自妙,O,407,X
610,静者心自妙_4,122,4,left_top,data/images/KAI_p122_04.png,自,,楷書,,静者心自妙,O,407,X
611,静者心自妙_5,122,5,left_middle,data/images/KAI_p122_05.png,妙,,楷書,,静者心自妙,O,407,X
612,落花渓氷香_1,123,1,right_top,data/images/KAI_p123_01.png,落,,楷書,,落花渓氷香,X,612,O
613,落花渓氷香_2,123,2,right_middle,data/images/KAI_p123_02.png,花,,楷書,,落花渓氷香,X,612,O
614,落花渓氷香_3,123,3,right_bottom,data/images/KAI_p123_03.png,渓,,楷書,,落花渓氷香,X,612,O
615,落花渓氷香_4,123,4,left_top,data/images/KAI_p123_04.png,氷,,楷書,,落花渓氷香,X,612,O
616,落花渓氷香_5,123,5,left_middle,data/images/KAI_p123_05.png,香,,楷書,,落花渓氷香,X,612,O
617,安間日如年_1,124,1,right_top,data/images/KAI_p124_01.png,安,,楷書,,安間日如年,X,617,O
618,安間日如年_2,124,2,right_middle,data/images/KAI_p124_02.png,間,,楷書,,安間日如年,X,617,O
619,安間日如年_3,124,3,right_bottom,data/images/KAI_p124_03.png,日,,楷書,,安間日如年,X,617,O
620,安間日如年_4,124,4,left_top,data/images/KAI_p124_04.png,如,,楷書,,安間日如年,X,617,O
621,安間日如年_5,124,5,left_middle,data/images/KAI_p124_05.png,年,,楷書,,安間日如年,X,617,O
622,瑞氣満梅花_1,125,1,right_top,data/images/KAI_p125_01.png,瑞,,楷書,,瑞氣満梅花,O,272,X
623,瑞氣満梅花_2,125,2,right_middle,data/images/KAI_p125_02.png,氣,,楷書,気,瑞氣満梅花,O,272,X
624,瑞氣満梅花_3,125,3,right_bottom,data/images/KAI_p125_03.png,満,,楷書,,瑞氣満梅花,O,272,X
625,瑞氣満梅花_4,125,4,left_top,data/images/KAI_p125_04.png,梅,,楷書,,瑞氣満梅花,O,272,X
626,瑞氣満梅花_5,125,5,left_middle,data/images/KAI_p125_05.png,花,,楷書,,瑞氣満梅花,O,272,X
627,桃花千歳春_1,126,1,right_top,data/images/KAI_p126_01.png,桃,,楷書,,桃花千歳春,O,242,X
628,桃花千歳春_2,126,2,right_middle,data/images/KAI_p126_02.png,花,,楷書,,桃花千歳春,O,242,X
629,桃花千歳春_3,126,3,right_bottom,data/images/KAI_p126_03.png,千,,楷書,,桃花千歳春,O,242,X
630,桃花千歳春_4,126,4,left_top,data/images/KAI_p126_04.png,歳,,楷書,,桃花千歳春,O,242,X
631,桃花千歳春_5,126,5,left_middle,data/images/KAI_p126_05.png,春,,楷書,,桃花千歳春,O,242,X
632,時雍表昌運_1,127,1,right_top,data/images/KAI_p127_01.png,時,,楷書,,時雍表昌運,X,632,O
633,時雍表昌運_2,127,2,right_middle,data/images/KAI_p127_02.png,雍,,楷書,,時雍表昌運,X,632,O
634,時雍表昌運_3,127,3,right_bottom,data/images/KAI_p127_03.png,表,,楷書,,時雍表昌運,X,632,O
635,時雍表昌運_4,127,4,left_top,data/images/KAI_p127_04.png,昌,,楷書,,時雍表昌運,X,632,O
636,時雍表昌運_5,127,5,left_middle,data/images/KAI_p127_05.png,運,,楷書,,時雍表昌運,X,632,O
637,掃雪開松逕_1,128,1,right_top,data/images/KAI_p128_01.png,掃,,楷書,,掃雪開松逕,X,637,O
638,掃雪開松逕_2,128,2,right_middle,data/images/KAI_p128_02.png,雪,,楷書,,掃雪開松逕,X,637,O
639,掃雪開松逕_3,128,3,right_bottom,data/images/KAI_p128_03.png,開,,楷書,,掃雪開松逕,X,637,O
640,掃雪開松逕_4,128,4,left_top,data/images/KAI_p128_04.png,松,,楷書,,掃雪開松逕,X,637,O
641,掃雪開松逕_5,128,5,left_middle,data/images/KAI_p128_05.png,逕,,楷書,,掃雪開松逕,X,637,O
642,安善養徳性_1,129,1,right_top,data/images/KAI_p129_01.png,安,,楷書,,安善養徳性,X,642,O
643,安善養徳性_2,129,2,right_middle,data/images/KAI_p129_02.png,善,,楷書,,安善養徳性,X,642,O
644,安善養徳性_3,129,3,right_bottom,data/images/KAI_p129_03.png,養,,楷書,,安善養徳性,X,642,O
645,安善養徳性_4,129,4,left_top,data/images/KAI_p129_04.png,徳,,楷書,,安善養徳性,X,642,O
646,安善養徳性_5,129,5,left_middle,data/images/KAI_p129_05.png,性,,楷書,,安善養徳性,X,642,O
647,鶯語吟修竹_1,130,1,right_top,data/images/KAI_p130_01.png,鶯,,楷書,,鶯語吟修竹,X,647,O
648,鶯語吟修竹_2,130,2,right_middle,data/images/KAI_p130_02.png,語,,楷書,,鶯語吟修竹,X,647,O
649,鶯語吟修竹_3,130,3,right_bottom,data/images/KAI_p130_03.png,吟,,楷書,,鶯語吟修竹,X,647,O
650,鶯語吟修竹_4,130,4,left_top,data/images/KAI_p130_04.png,修,,楷書,,鶯語吟修竹,X,647,O
651,鶯語吟修竹_5,130,5,left_middle,data/images/KAI_p130_05.png,竹,,楷書,,鶯語吟修竹,X,647,O
652,春鳥暢歓情_1,131,1,right_top,data/images/KAI_p131_01.png,春,,楷書,,春鳥暢歓情,X,652,O
653,春鳥暢歓情_2,131,2,right_middle,data/images/KAI_p131_02.png,鳥,,楷書,,春鳥暢歓情,X,652,O
654,春鳥暢歓情_3,131,3,right_bottom,data/images/KAI_p131_03.png,暢,,楷書,,春鳥暢歓情,X,652,O
655,春鳥暢歓情_4,131,4,left_top,data/images/KAI_p131_04.png,歓,,楷書,,春鳥暢歓情,X,652,O
656,春鳥暢歓情_5,131,5,left_middle,data/images/KAI_p131_05.png,情,,楷書,,春鳥暢歓情,X,652,O
657,山秋菊葉香_1,132,1,right_top,data/images/KAI_p132_01.png,山,,楷書,,山秋菊葉香,X,657,O
658,山秋菊葉香_2,132,2,right_middle,data/images/KAI_p132_02.png,秋,,楷書,,山秋菊葉香,X,657,O
659,山秋菊葉香_3,132,3,right_bottom,data/images/KAI_p132_03.png,菊,,楷書,,山秋菊葉香,X,657,O
660,山秋菊葉香_4,132,4,left_top,data/images/KAI_p132_04.png,葉,,楷書,,山秋菊葉香,X,657,O
661,山秋菊葉香_5,132,5,left_middle,data/images/KAI_p132_05.png,香,,楷書,,山秋菊葉香,X,657,O
662,茶煮石根泉_1,133,1,right_top,data/images/KAI_p133_01.png,茶,,楷書,,茶煮石根泉,X,662,O
663,茶煮石根泉_2,133,2,right_middle,data/images/KAI_p133_02.png,煮,,楷書,,茶煮石根泉,X,662,O
664,茶煮石根泉_3,133,3,right_bottom,data/images/KAI_p133_03.png,石,,楷書,,茶煮石根泉,X,662,O
665,茶煮石根泉_4,133,4,left_top,data/images/KAI_p133_04.png,根,,楷書,,茶煮石根泉,X,662,O
666,茶煮石根泉_5,133,5,left_middle,data/images/KAI_p133_05.png,泉,,楷書,,茶煮石根泉,X,662,O
667,吾志在烟霞_1,134,1,right_top,data/images/KAI_p134_01.png,吾,,楷書,,吾志在烟霞,X,667,O
668,吾志在烟霞_2,134,2,right_middle,data/images/KAI_p134_02.png,志,,楷書,,吾志在烟霞,X,667,O
669,吾志在烟霞_3,134,3,right_bottom,data/images/KAI_p134_03.png,在,,楷書,,吾志在烟霞,X,667,O
670,吾志在烟霞_4,134,4,left_top,data/images/KAI_p134_04.png,烟,,楷書,,吾志在烟霞,X,667,O
671,吾志在烟霞_5,134,5,left_middle,data/images/KAI_p134_05.png,霞,,楷書,,吾志在烟霞,X,667,O
672,言温而氣和_1,135,1,right_top,data/images/KAI_p135_01.png,言,,楷書,,言温而氣和,O,92,X
673,言温而氣和_2,135,2,right_middle,data/images/KAI_p135_02.png,温,,楷書,,言温而氣和,O,92,X
674,言温而氣和_3,135,3,right_bottom,data/images/KAI_p135_03.png,而,,楷書,,言温而氣和,O,92,X
675,言温而氣和_4,135,4,left_top,data/images/KAI_p135_04.png,氣,,楷書,気,言温而氣和,O,92,X
676,言温而氣和_5,135,5,left_middle,data/images/KAI_p135_05.png,和,,楷書,,言温而氣和,O,92,X
677,竹外茶烟静_1,136,1,right_top,data/images/KAI_p136_01.png,竹,,楷書,,竹外茶烟静,O,497,X
678,竹外茶烟静_2,136,2,right_middle,data/images/KAI_p136_02.png,外,,楷書,,竹外茶烟静,O,497,X
679,竹外茶烟静_3,136,3,right_bottom,data/images/KAI_p136_03.png,茶,,楷書,,竹外茶烟静,O,497,X
680,竹外茶烟静_4,136,4,left_top,data/images/KAI_p136_04.png,烟,,楷書,,竹外茶烟静,O,497,X
681,竹外茶烟静_5,136,5,left_middle,data/images/KAI_p136_05.png,静,,楷書,,竹外茶烟静,O,497,X
682,夏潭蔭修竹_1,137,1,right_top,data/images/KAI_p137_01.png,夏,,楷書,,夏潭蔭修竹,X,682,O
683,夏潭蔭修竹_2,137,2,right_middle,data/images/KAI_p137_02.png,潭,,楷書,,夏潭蔭修竹,X,682,O
