sheet_id,page,slot,slot_name,image_path,char,yomi,style,note,set,,
萬家太平春_3,9,3,right_bottom,data/images/KAI_p009_03.png,太,た,楷書,,萬家太平春,X,
萬家太平春_4,9,4,left_top,data/images/KAI_p009_04.png,平,たいら,楷書,,萬家太平春,X,
萬家太平春_5,9,5,left_middle,data/images/KAI_p009_05.png,春,はる,楷書,,萬家太平春,X,
白雲還自散_1,10,1,right_top,data/images/KAI_p010_01.png,白,しろ,楷書,,白雲還自散,X,
白雲還自散_2,10,2,right_middle,data/images/KAI_p010_02.png,雲,くも,楷書,,白雲還自散,X,
白雲還自散_3,10,3,right_bottom,data/images/KAI_p010_03.png,還,かん,楷書,,白雲還自散,X,
白雲還自散_4,10,4,left_top,data/images/KAI_p010_04.png,自,じ,楷書,,白雲還自散,X,
白雲還自散_5,10,5,left_middle,data/images/KAI_p010_05.png,散,さん,楷書,,白雲還自散,X,
千峰紅葉村_1,11,1,right_top,data/images/KAI_p011_01.png,千,せん,楷書,,千峰紅葉村,O,
千峰紅葉村_2,11,2,right_middle,data/images/KAI_p011_02.png,峰,みね,楷書,,千峰紅葉村,O,
千峰紅葉村_3,11,3,right_bottom,data/images/KAI_p011_03.png,紅,くれない,楷書,,千峰紅葉村,O,
千峰紅葉村_4,11,4,left_top,data/images/KAI_p011_04.png,葉,は,楷書,,千峰紅葉村,O,
千峰紅葉村_5,11,5,left_middle,data/images/KAI_p011_05.png,村,むら,楷書,,千峰紅葉村,O,
日晒硯池氷_1,12,1,right_top,data/images/KAI_p012_01.png,日,にち,楷書,,日晒硯池氷,X,
日晒硯池氷_2,12,2,right_middle,data/images/KAI_p012_02.png,晒,さらし,楷書,,日晒硯池氷,X,
日晒硯池氷_3,12,3,right_bottom,data/images/KAI_p012_03.png,硯,すずり,楷書,,日晒硯池氷,X,
日晒硯池氷_4,12,4,left_top,data/images/KAI_p012_04.png,池,いけ,楷書,,日晒硯池氷,X,
日晒硯池氷_5,12,5,left_middle,data/images/KAI_p012_05.png,氷,こおり,楷書,,日晒硯池氷,X,
新庭松桂香_1,13,1,right_top,data/images/KAI_p013_01.png,新,しん,楷書,,新庭松桂香,X,
新庭松桂香_2,13,2,right_middle,data/images/KAI_p013_02.png,庭,にわ,楷書,,新庭松桂香,X,
新庭松桂香_3,13,3,right_bottom,data/images/KAI_p013_03.png,松,まつ,楷書,,新庭松桂香,X,
新庭松桂香_4,13,4,left_top,data/images/KAI_p013_04.png,桂,かつら,楷書,,新庭松桂香,X,
新庭松桂香_5,13,5,left_middle,data/images/KAI_p013_05.png,香,かおり,楷書,,新庭松桂香,X,
茶話坐忘機_1,14,1,right_top,data/images/KAI_p014_01.png,茶,ちゃ,楷書,,茶話坐忘機,X,
茶話坐忘機_2,14,2,right_middle,data/images/KAI_p014_02.png,話,はなし,楷書,,茶話坐忘機,X,
茶話坐忘機_3,14,3,right_bottom,data/images/KAI_p014_03.png,坐,ざ,楷書,,茶話坐忘機,X,
茶話坐忘機_4,14,4,left_top,data/images/KAI_p014_04.png,忘,ぼう,楷書,,茶話坐忘機,X,
茶話坐忘機_5,14,5,left_middle,data/images/KAI_p014_05.png,機,き,楷書,,茶話坐忘機,X,
竹細野池幽_1,15,1,right_top,data/images/KAI_p015_01.png,竹,たけ,楷書,,竹細野池幽,O,
竹細野池幽_2,15,2,right_middle,data/images/KAI_p015_02.png,細,さい,楷書,,竹細野池幽,O,
竹細野池幽_3,15,3,right_bottom,data/images/KAI_p015_03.png,野,の,楷書,,竹細野池幽,O,
竹細野池幽_4,15,4,left_top,data/images/KAI_p015_04.png,池,いけ,楷書,,竹細野池幽,O,
竹細野池幽_5,15,5,left_middle,data/images/KAI_p015_05.png,幽,ゆう,楷書,,竹細野池幽,O,
木葉動秋聲_1,16,1,right_top,data/images/KAI_p016_01.png,木,き,楷書,,木葉動秋聲,X,
木葉動秋聲_2,16,2,right_middle,data/images/KAI_p016_02.png,葉,は,楷書,,木葉動秋聲,X,
木葉動秋聲_3,16,3,right_bottom,data/images/KAI_p016_03.png,動,どう,楷書,,木葉動秋聲,X,
木葉動秋聲_4,16,4,left_top,data/images/KAI_p016_04.png,秋,あき,楷書,,木葉動秋聲,X,
木葉動秋聲_5,16,5,left_middle,data/images/KAI_p016_05.png,聲,こえ,楷書,,木葉動秋聲,X,
寒窓夢不成_1,17,1,right_top,data/images/KAI_p017_01.png,寒,かん,楷書,,寒窓夢不成,X,
寒窓夢不成_2,17,2,right_middle,data/images/KAI_p017_02.png,窓,まど,楷書,,寒窓夢不成,X,
寒窓夢不成_3,17,3,right_bottom,data/images/KAI_p017_03.png,夢,ゆめ,楷書,,寒窓夢不成,X,
寒窓夢不成_4,17,4,left_top,data/images/KAI_p017_04.png,不,ふ,楷書,,寒窓夢不成,X,
寒窓夢不成_5,17,5,left_middle,data/images/KAI_p017_05.png,成,せい,楷書,,寒窓夢不成,X,
松閒照新月_1,18,1,right_top,data/images/KAI_p018_01.png,松,まつ,楷書,,松閒照新月,X,
松閒照新月_2,18,2,right_middle,data/images/KAI_p018_02.png,閒,かん,楷書,間,松閒照新月,X,
松閒照新月_3,18,3,right_bottom,data/images/KAI_p018_03.png,照,しょう,楷書,,松閒照新月,X,
松閒照新月_4,18,4,left_top,data/images/KAI_p018_04.png,新,しん,楷書,,松閒照新月,X,
松閒照新月_5,18,5,left_middle,data/images/KAI_p018_05.png,月,がつ,楷書,,松閒照新月,X,
言温而氣和_1,19,1,right_top,data/images/KAI_p019_01.png,言,げん,楷書,,言温而氣和,O,
言温而氣和_2,19,2,right_middle,data/images/KAI_p019_02.png,温,おん,楷書,,言温而氣和,O,
言温而氣和_3,19,3,right_bottom,data/images/KAI_p019_03.png,而,じ,楷書,,言温而氣和,O,
言温而氣和_4,19,4,left_top,data/images/KAI_p019_04.png,氣,き,楷書,気,言温而氣和,O,
言温而氣和_5,19,5,left_middle,data/images/KAI_p019_05.png,和,わ,楷書,,言温而氣和,O,
髙潔雲入情_1,20,1,right_top,data/images/KAI_p020_01.png,髙,たか,楷書,高,髙潔雲入情,O,
髙潔雲入情_2,20,2,right_middle,data/images/KAI_p020_02.png,潔,きよし,楷書,,髙潔雲入情,O,
髙潔雲入情_3,20,3,right_bottom,data/images/KAI_p020_03.png,雲,くも,楷書,,髙潔雲入情,O,
髙潔雲入情_4,20,4,left_top,data/images/KAI_p020_04.png,入,にゅう,楷書,,髙潔雲入情,O,
髙潔雲入情_5,20,5,left_middle,data/images/KAI_p020_05.png,情,じょう,楷書,,髙潔雲入情,O,
陽暉爍四野_1,21,1,right_top,data/images/KAI_p021_01.png,陽,よう,楷書,,陽暉爍四野,O,
陽暉爍四野_2,21,2,right_middle,data/images/KAI_p021_02.png,暉,き,楷書,,陽暉爍四野,O,
陽暉爍四野_3,21,3,right_bottom,data/images/KAI_p021_03.png,爍,しゃく,楷書,,陽暉爍四野,O,
陽暉爍四野_4,21,4,left_top,data/images/KAI_p021_04.png,四,し,楷書,,陽暉爍四野,O,
陽暉爍四野_5,21,5,left_middle,data/images/KAI_p021_05.png,野,の,楷書,,陽暉爍四野,O,
太和呈景運_1,22,1,right_top,data/images/KAI_p022_01.png,太,た,楷書,,太和呈景運,O,
太和呈景運_2,22,2,right_middle,data/images/KAI_p022_02.png,和,わ,楷書,,太和呈景運,O,
太和呈景運_3,22,3,right_bottom,data/images/KAI_p022_03.png,呈,てい,楷書,,太和呈景運,O,
太和呈景運_4,22,4,left_top,data/images/KAI_p022_04.png,景,けい,楷書,,太和呈景運,O,
太和呈景運_5,22,5,left_middle,data/images/KAI_p022_05.png,運,うん,楷書,,太和呈景運,O,
陽暉爍四野_1,23,1,right_top,data/images/KAI_p023_01.png,陽,よう,楷書,,陽暉爍四野,O,
陽暉爍四野_2,23,2,right_middle,data/images/KAI_p023_02.png,暉,き,楷書,,陽暉爍四野,O,
陽暉爍四野_3,23,3,right_bottom,data/images/KAI_p023_03.png,爍,しゃく,楷書,,陽暉爍四野,O,
陽暉爍四野_4,23,4,left_top,data/images/KAI_p023_04.png,四,し,楷書,,陽暉爍四野,O,
陽暉爍四野_5,23,5,left_middle,data/images/KAI_p023_05.png,野,の,楷書,,陽暉爍四野,O,
烟雲冷硯池_1,24,1,right_top,data/images/KAI_p024_01.png,烟,けむり,楷書,,烟雲冷硯池,X,
烟雲冷硯池_2,24,2,right_middle,data/images/KAI_p024_02.png,雲,くも,楷書,,烟雲冷硯池,X,
烟雲冷硯池_3,24,3,right_bottom,data/images/KAI_p024_03.png,冷,れい,楷書,,烟雲冷硯池,X,
烟雲冷硯池_4,24,4,left_top,data/images/KAI_p024_04.png,硯,すずり,楷書,,烟雲冷硯池,X,
烟雲冷硯池_5,24,5,left_middle,data/images/KAI_p024_05.png,池,いけ,楷書,,烟雲冷硯池,X,
雁字寫秋雲_1,25,1,right_top,data/images/KAI_p025_01.png,雁,がん,楷書,,雁字寫秋雲,X,
雁字寫秋雲_2,25,2,right_middle,data/images/KAI_p025_02.png,字,じ,楷書,,雁字寫秋雲,X,
雁字寫秋雲_3,25,3,right_bottom,data/images/KAI_p025_03.png,寫,しゃ,楷書,写,雁字寫秋雲,X,
雁字寫秋雲_4,25,4,left_top,data/images/KAI_p025_04.png,秋,あき,楷書,,雁字寫秋雲,X,
雁字寫秋雲_5,25,5,left_middle,data/images/KAI_p025_05.png,雲,くも,楷書,,雁字寫秋雲,X,
禅房花木深_1,26,1,right_top,data/images/KAI_p026_01.png,禅,ぜん,楷書,,禅房花木深,X,
禅房花木深_2,26,2,right_middle,data/images/KAI_p026_02.png,房,ぼう,楷書,,禅房花木深,X,
禅房花木深_3,26,3,right_bottom,data/images/KAI_p026_03.png,花,はな,楷書,,禅房花木深,X,
禅房花木深_4,26,4,left_top,data/images/KAI_p026_04.png,木,き,楷書,,禅房花木深,X,
禅房花木深_5,26,5,left_middle,data/images/KAI_p026_05.png,深,しん,楷書,,禅房花木深,X,
葉落楓千樹_1,27,1,right_top,data/images/KAI_p027_01.png,葉,は,楷書,,葉落楓千樹,X,
葉落楓千樹_2,27,2,right_middle,data/images/KAI_p027_02.png,落,らく,楷書,,葉落楓千樹,X,
葉落楓千樹_3,27,3,right_bottom,data/images/KAI_p027_03.png,楓,もみじ,楷書,,葉落楓千樹,X,
葉落楓千樹_4,27,4,left_top,data/images/KAI_p027_04.png,千,せん,楷書,,葉落楓千樹,X,
葉落楓千樹_5,27,5,left_middle,data/images/KAI_p027_05.png,樹,き,楷書,,葉落楓千樹,X,
髙潔雲入情_1,28,1,right_top,data/images/KAI_p028_01.png,髙,たか,楷書,高,髙潔雲入情,O,
髙潔雲入情_2,28,2,right_middle,data/images/KAI_p028_02.png,潔,きよし,楷書,,髙潔雲入情,O,
髙潔雲入情_3,28,3,right_bottom,data/images/KAI_p028_03.png,雲,くも,楷書,,髙潔雲入情,O,
髙潔雲入情_4,28,4,left_top,data/images/KAI_p028_04.png,入,にゅう,楷書,,髙潔雲入情,O,
髙潔雲入情_5,28,5,left_middle,data/images/KAI_p028_05.png,情,じょう,楷書,,髙潔雲入情,O,
蒲酒話昇平_1,29,1,right_top,data/images/KAI_p029_01.png,蒲,かま,楷書,,蒲酒話昇平,X,
蒲酒話昇平_2,29,2,right_middle,data/images/KAI_p029_02.png,酒,さけ,楷書,,蒲酒話昇平,X,
蒲酒話昇平_3,29,3,right_bottom,data/images/KAI_p029_03.png,話,はなし,楷書,,蒲酒話昇平,X,
蒲酒話昇平_4,29,4,left_top,data/images/KAI_p029_04.png,昇,のぼる,楷書,,蒲酒話昇平,X,
蒲酒話昇平_5,29,5,left_middle,data/images/KAI_p029_05.png,平,たいら,楷書,,蒲酒話昇平,X,
雅意在丘壁_1,30,1,right_top,data/images/KAI_p030_01.png,雅,まさ,楷書,,雅意在丘壁,X,
雅意在丘壁_2,30,2,right_middle,data/images/KAI_p030_02.png,意,い,楷書,,雅意在丘壁,X,
雅意在丘壁_3,30,3,right_bottom,data/images/KAI_p030_03.png,在,ざい,楷書,,雅意在丘壁,X,
雅意在丘壁_4,30,4,left_top,data/images/KAI_p030_04.png,丘,おか,楷書,,雅意在丘壁,X,
雅意在丘壁_5,30,5,left_middle,data/images/KAI_p030_05.png,壁,かべ,楷書,,雅意在丘壁,X,
明月輝林道_1,31,1,right_top,data/images/KAI_p031_01.png,明,めい,楷書,,明月輝林道,X,
明月輝林道_2,31,2,right_middle,data/images/KAI_p031_02.png,月,がつ,楷書,,明月輝林道,X,
明月輝林道_3,31,3,right_bottom,data/images/KAI_p031_03.png,輝,てる,楷書,,明月輝林道,X,
明月輝林道_4,31,4,left_top,data/images/KAI_p031_04.png,林,はやし,楷書,,明月輝林道,X,
明月輝林道_5,31,5,left_middle,data/images/KAI_p031_05.png,道,みち,楷書,,明月輝林道,X,
心正則筆正_1,32,1,right_top,data/images/KAI_p032_01.png,心,こころ,楷書,,心正則筆正,X,
心正則筆正_2,32,2,right_middle,data/images/KAI_p032_02.png,正,せい,楷書,,心正則筆正,X,
心正則筆正_3,32,3,right_bottom,data/images/KAI_p032_03.png,則,のり,楷書,,心正則筆正,X,
心正則筆正_4,32,4,left_top,data/images/KAI_p032_04.png,筆,ふで,楷書,,心正則筆正,X,
心正則筆正_5,32,5,left_middle,data/images/KAI_p032_05.png,正,せい,楷書,,心正則筆正,X,
昇平多楽事_1,33,1,right_top,data/images/KAI_p033_01.png,昇,のぼる,楷書,,昇平多楽事,O,
昇平多楽事_2,33,2,right_middle,data/images/KAI_p033_02.png,平,たいら,楷書,,昇平多楽事,O,
昇平多楽事_3,33,3,right_bottom,data/images/KAI_p033_03.png,多,た,楷書,,昇平多楽事,O,
昇平多楽事_4,33,4,left_top,data/images/KAI_p033_04.png,楽,らく,楷書,,昇平多楽事,O,
昇平多楽事_5,33,5,left_middle,data/images/KAI_p033_05.png,事,こと,楷書,,昇平多楽事,O,
野菊淡秋心_1,34,1,right_top,data/images/KAI_p034_01.png,野,の,楷書,,野菊淡秋心,O,
野菊淡秋心_2,34,2,right_middle,data/images/KAI_p034_02.png,菊,きく,楷書,,野菊淡秋心,O,
野菊淡秋心_3,34,3,right_bottom,data/images/KAI_p034_03.png,淡,たん,楷書,,野菊淡秋心,O,
野菊淡秋心_4,34,4,left_top,data/images/KAI_p034_04.png,秋,あき,楷書,,野菊淡秋心,O,
野菊淡秋心_5,34,5,left_middle,data/images/KAI_p034_05.png,心,こころ,楷書,,野菊淡秋心,O,
萬歳寿而康_1,35,1,right_top,data/images/KAI_p035_01.png,萬,まん,楷書,,萬歳寿而康,X,
萬歳寿而康_2,35,2,right_middle,data/images/KAI_p035_02.png,歳,とし,楷書,,萬歳寿而康,X,
萬歳寿而康_3,35,3,right_bottom,data/images/KAI_p035_03.png,寿,ひさし,楷書,,萬歳寿而康,X,
萬歳寿而康_4,35,4,left_top,data/images/KAI_p035_04.png,而,じ,楷書,,萬歳寿而康,X,
萬歳寿而康_5,35,5,left_middle,data/images/KAI_p035_05.png,康,やすし,楷書,,萬歳寿而康,X,
松竹水聲涼_1,36,1,right_top,data/images/KAI_p036_01.png,松,まつ,楷書,,松竹水聲涼,O,
松竹水聲涼_2,36,2,right_middle,data/images/KAI_p036_02.png,竹,たけ,楷書,,松竹水聲涼,O,
松竹水聲涼_3,36,3,right_bottom,data/images/KAI_p036_03.png,水,みず,楷書,,松竹水聲涼,O,
松竹水聲涼_4,36,4,left_top,data/images/KAI_p036_04.png,聲,こえ,楷書,,松竹水聲涼,O,
松竹水聲涼_5,36,5,left_middle,data/images/KAI_p036_05.png,涼,りょう,楷書,,松竹水聲涼,O,
弄琴宜在夜_1,37,1,right_top,data/images/KAI_p037_01.png,弄,ろう,楷書,,弄琴宜在夜,X,
弄琴宜在夜_2,37,2,right_middle,data/images/KAI_p037_02.png,琴,こん,楷書,,弄琴宜在夜,X,
弄琴宜在夜_3,37,3,right_bottom,data/images/KAI_p037_03.png,宜,ぎ,楷書,,弄琴宜在夜,X,
弄琴宜在夜_4,37,4,left_top,data/images/KAI_p037_04.png,在,ざい,楷書,,弄琴宜在夜,X,
弄琴宜在夜_5,37,5,left_middle,data/images/KAI_p037_05.png,夜,よる,楷書,,弄琴宜在夜,X,
涼雨消炎煥_1,38,1,right_top,data/images/KAI_p038_01.png,涼,りょう,楷書,,涼雨消炎煥,X,
涼雨消炎煥_2,38,2,right_middle,data/images/KAI_p038_02.png,雨,あめ,楷書,,涼雨消炎煥,X,
涼雨消炎煥_3,38,3,right_bottom,data/images/KAI_p038_03.png,消,しょう,楷書,,涼雨消炎煥,X,
涼雨消炎煥_4,38,4,left_top,data/images/KAI_p038_04.png,炎,ほのお,楷書,,涼雨消炎煥,X,
涼雨消炎煥_5,38,5,left_middle,data/images/KAI_p038_05.png,煥,かん,楷書,,涼雨消炎煥,X,
千峰紅葉村_1,39,1,right_top,data/images/KAI_p039_01.png,千,せん,楷書,,千峰紅葉村,O,
千峰紅葉村_2,39,2,right_middle,data/images/KAI_p039_02.png,峰,みね,楷書,,千峰紅葉村,O,
千峰紅葉村_3,39,3,right_bottom,data/images/KAI_p039_03.png,紅,くれない,楷書,,千峰紅葉村,O,
千峰紅葉村_4,39,4,left_top,data/images/KAI_p039_04.png,葉,は,楷書,,千峰紅葉村,O,
千峰紅葉村_5,39,5,left_middle,data/images/KAI_p039_05.png,村,むら,楷書,,千峰紅葉村,O,
清秋最可人_1,40,1,right_top,data/images/KAI_p040_01.png,清,きよし,楷書,,清秋最可人,X,
清秋最可人_2,40,2,right_middle,data/images/KAI_p040_02.png,秋,あき,楷書,,清秋最可人,X,
清秋最可人_3,40,3,right_bottom,data/images/KAI_p040_03.png,最,さい,楷書,,清秋最可人,X,
清秋最可人_4,40,4,left_top,data/images/KAI_p040_04.png,可,か,楷書,,清秋最可人,X,
清秋最可人_5,40,5,left_middle,data/images/KAI_p040_05.png,人,にん,楷書,,清秋最可人,X,
瑶草三秋色_1,41,1,right_top,data/images/KAI_p041_01.png,瑶,よう,楷書,,瑶草三秋色,O,
瑶草三秋色_2,41,2,right_middle,data/images/KAI_p041_02.png,草,くさ,楷書,,瑶草三秋色,O,
瑶草三秋色_3,41,3,right_bottom,data/images/KAI_p041_03.png,三,さん,楷書,,瑶草三秋色,O,
瑶草三秋色_4,41,4,left_top,data/images/KAI_p041_04.png,秋,あき,楷書,,瑶草三秋色,O,
瑶草三秋色_5,41,5,left_middle,data/images/KAI_p041_05.png,色,いろ,楷書,,瑶草三秋色,O,
賀扇動清風_1,42,1,right_top,data/images/KAI_p042_01.png,賀,が,楷書,,賀扇動清風,X,
賀扇動清風_2,42,2,right_middle,data/images/KAI_p042_02.png,扇,おうぎ,楷書,,賀扇動清風,X,
賀扇動清風_3,42,3,right_bottom,data/images/KAI_p042_03.png,動,どう,楷書,,賀扇動清風,X,
賀扇動清風_4,42,4,left_top,data/images/KAI_p042_04.png,清,きよし,楷書,,賀扇動清風,X,
賀扇動清風_5,42,5,left_middle,data/images/KAI_p042_05.png,風,かぜ,楷書,,賀扇動清風,X,
涼夜如清水_1,43,1,right_top,data/images/KAI_p043_01.png,涼,りょう,楷書,,涼夜如清水,X,
涼夜如清水_2,43,2,right_middle,data/images/KAI_p043_02.png,夜,よる,楷書,,涼夜如清水,X,
涼夜如清水_3,43,3,right_bottom,data/images/KAI_p043_03.png,如,じょ,楷書,,涼夜如清水,X,
涼夜如清水_4,43,4,left_top,data/images/KAI_p043_04.png,清,きよし,楷書,,涼夜如清水,X,
涼夜如清水_5,43,5,left_middle,data/images/KAI_p043_05.png,水,みず,楷書,,涼夜如清水,X,
梅花呈秀色_1,44,1,right_top,data/images/KAI_p044_01.png,梅,うめ,楷書,,梅花呈秀色,O,
梅花呈秀色_2,44,2,right_middle,data/images/KAI_p044_02.png,花,はな,楷書,,梅花呈秀色,O,
梅花呈秀色_3,44,3,right_bottom,data/images/KAI_p044_03.png,呈,てい,楷書,,梅花呈秀色,O,
梅花呈秀色_4,44,4,left_top,data/images/KAI_p044_04.png,秀,しゅう,楷書,,梅花呈秀色,O,
梅花呈秀色_5,44,5,left_middle,data/images/KAI_p044_05.png,色,いろ,楷書,,梅花呈秀色,O,
福生於清約_1,45,1,right_top,data/images/KAI_p045_01.png,福,ふく,楷書,,福生於清約,X,
福生於清約_2,45,2,right_middle,data/images/KAI_p045_02.png,生,なま,楷書,,福生於清約,X,
福生於清約_3,45,3,right_bottom,data/images/KAI_p045_03.png,於,お,楷書,,福生於清約,X,
福生於清約_4,45,4,left_top,data/images/KAI_p045_04.png,清,きよし,楷書,,福生於清約,X,
福生於清約_5,45,5,left_middle,data/images/KAI_p045_05.png,約,やく,楷書,,福生於清約,X,
寒色五陵松_1,46,1,right_top,data/images/KAI_p046_01.png,寒,かん,楷書,,寒色五陵松,X,
寒色五陵松_2,46,2,right_middle,data/images/KAI_p046_02.png,色,いろ,楷書,,寒色五陵松,X,
寒色五陵松_3,46,3,right_bottom,data/images/KAI_p046_03.png,五,ご,楷書,,寒色五陵松,X,
寒色五陵松_4,46,4,left_top,data/images/KAI_p046_04.png,陵,りょう,楷書,,寒色五陵松,X,
寒色五陵松_5,46,5,left_middle,data/images/KAI_p046_05.png,松,まつ,楷書,,寒色五陵松,X,
清坐契心賞_1,47,1,right_top,data/images/KAI_p047_01.png,清,きよし,楷書,,清坐契心賞,O,
清坐契心賞_2,47,2,right_middle,data/images/KAI_p047_02.png,坐,ざ,楷書,,清坐契心賞,O,
清坐契心賞_3,47,3,right_bottom,data/images/KAI_p047_03.png,契,けい,楷書,,清坐契心賞,O,
清坐契心賞_4,47,4,left_top,data/images/KAI_p047_04.png,心,こころ,楷書,,清坐契心賞,O,
清坐契心賞_5,47,5,left_middle,data/images/KAI_p047_05.png,賞,しょう,楷書,,清坐契心賞,O,
筆硯得佳友_1,48,1,right_top,data/images/KAI_p048_01.png,筆,ふで,楷書,,筆硯得佳友,X,
筆硯得佳友_2,48,2,right_middle,data/images/KAI_p048_02.png,硯,すずり,楷書,,筆硯得佳友,X,
筆硯得佳友_3,48,3,right_bottom,data/images/KAI_p048_03.png,得,え,楷書,,筆硯得佳友,X,
筆硯得佳友_4,48,4,left_top,data/images/KAI_p048_04.png,佳,か,楷書,,筆硯得佳友,X,
筆硯得佳友_5,48,5,left_middle,data/images/KAI_p048_05.png,友,とも,楷書,,筆硯得佳友,X,
桃花千歳春_1,49,1,right_top,data/images/KAI_p049_01.png,桃,もも,楷書,,桃花千歳春,O,
桃花千歳春_2,49,2,right_middle,data/images/KAI_p049_02.png,花,はな,楷書,,桃花千歳春,O,
桃花千歳春_3,49,3,right_bottom,data/images/KAI_p049_03.png,千,せん,楷書,,桃花千歳春,O,
桃花千歳春_4,49,4,left_top,data/images/KAI_p049_04.png,歳,とし,楷書,,桃花千歳春,O,
桃花千歳春_5,49,5,left_middle,data/images/KAI_p049_05.png,春,はる,楷書,,桃花千歳春,O,
瑶草三秋色_1,50,1,right_top,data/images/KAI_p050_01.png,瑶,よう,楷書,,瑶草三秋色,O,
